Tweet,sentiment
 joycewhitev peopl prison amp jail inmat law enforc staff highli vulner covid “the case rate among in…,Strongly Negative
 yashar wyom governor resist call mask mandat now coronaviru,Neutral
 eugenegu know desper time call desper measur We cannot wait year coronaviru vaccin but also cannot r…,Neutral
thank honest open uniqu perspect rose there much valu dialogu donat 4…,Strongly Positive
 kochtucki for great cup coffe local own busi lexington follow mandat keep us safe visit common gro…,Strongly Positive
 schneiderhom If amazon ceo jeff bezo gave everi amazon worker 105000 pandem bonu he’d still rich star…,Strongly Positive
 npr govern scientist estim true number coronaviru infect US eight time report number 12…,Strongly Positive
annieoakley2 phantomphoto65 jasoncalvi they’r american come across border you’r obvious unfamiliar…,Neutral
 sirstevotimothi radic solut coronaviru crisi We kill old peopl rgoldbey,Strongly Negative
 franklingraham thi thanksgiv i’m thank presid realdonaldtrump’ appoint three conserv scotu justic rul…,Positive
 eugenegu i’m concern exuber rush immedi deploy coronaviru vaccin finish phase three clinic trials…,Neutral
My dad sneez My 25 yo nephew coronaviru,Neutral
 reneearnett doctor warn US see darkest day thanksgiv via mailonlin,Strongly Negative
 boronewsi the top five zip code coronaviru case warren counti fortyf thousand forti mason fortyf thousand thirtysix lebanon fortyf thousand five franklin carlis…,Positive
 bnodesk turkey report 29132 new coronaviru case biggest oneday increas date one hundr seventyfour new death also record,Strongly Negative
 dontbrexitfixit An aw lot christma revel determin not let littl thing like covid19 ward january…,Positive
 snope hey head holiday want share collect covid19 fact check case need th…,Strongly Positive
 breitbartnew cathol priest rabbi file emerg appeal US suprem court lawsuit democrat new jers…,Negative
gov andrew cuomo accus US suprem court polit partisanship thursday justic narrowli rej…,Neutral
 davidyankovich thi quot realli hit We understand danger place peopl stop swap air O…,Strongly Negative
effect thanksgiv,Neutral
 jeremyhum pickardj the spanish lockdown particularli strict In spain mask must worn insid outdoor even t…,Negative
 paulkrugman the first major decis trumppack court — natur kill peopl 1,Strongly Negative
new saskatchewan covid19 restrict good need saskatoon doctor,Positive
 thetobster111 she right peopl die rule death barrett’ thoma alito beer boy th…,Strongly Negative
 juster No social distanc whi tri kill peopl spread coronaviru,Strongly Negative
 ninnyd101 thousand street marseil today protest coronaviru lockdown measur destroy busine…,Strongly Negative
 jaketapp In photo american wait food bank thanksgiv axio,Neutral
 danielebennett all eight posit test though occur among member republican caucu current number 53…,Positive
 leroy51rwr11 you sure viru,Positive
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 tribelaw “when tell stori school alway finish messag hope alway tell one import thing tell them…,Positive
 npr govern scientist estim true number coronaviru infect US eight time report number 12…,Strongly Positive
fuk trump get world newspap free,Neutral
 hildabast intern conflict info dose trial record oxfordastrazeneca vaccin trial join conflict account f…,Negative
 carolmswain progress interest use coronaviru viru shutdown church kill small busi forc unive…,Positive
 progintl If amazon ceo jeff bezo gave everi amazon worker 105000 bonu he’d still rich start coronavir…,Strongly Positive
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 michelleinbklyn honestli thought would take longer ami coney barrett elev put famili commun mortal dange…,Neutral
 carolmswain progress interest use coronaviru viru shutdown church kill small busi forc unive…,Positive
 therickydavila mani ask here’ full version song ‘i’m So sorry’ tribut lost t…,Negative
 cnni four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebr…,Negative
trap scare modern slaveri worsen coronaviru pandem the new daili,Strongly Negative
 dearauntcrabbi pro tip god not protect coronaviru when pray pray god give wisdom wear a…,Strongly Positive
 thehil california texa shatter singleday nationwid record new coronaviru case,Neutral
 marshall9new now denver mayor mayorhancock fli dia morn spend thanksgiv famili,Neutral
 huffpostpol In fieri dissent justic said court’ decis block covid19 restrict religi gather onl…,Strongly Negative
 therickydavila thi song record 2017 it’ call ‘i’m sorry’ want share tribut everyon whose lost t…,Positive
 leadcoalit one way give thank bless wearamask protect love amp fellow citizen image…,Strongly Positive
 npr govern scientist estim true number coronaviru infect US eight time report number 12…,Strongly Positive
 cnni four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebr…,Negative
 southportreport daili emerg covid19 new updat twentyfour novemb two thousand twenti import news notic sent us go…,Neutral
bbcnew bbcbreakfast borisjohnson matthancock sadiqkhan andyburnhamgm chroniclel care explain …,Positive
 globalokanagan BC report one hundr twentyon covid19 death novemb alon nearli third three hundr eightyfour total fatal,Strongly Negative
getmartin scottfisherpm yeah agre Mr hudson Dr hinshaw tough spot coronaviru issu p…,Positive
 npr govern scientist estim true number coronaviru infect US eight time report number 12…,Strongly Positive
 lsd122070 pleas prayer warrior our sweet friend john taken ER test posit coronaviru week ago h…,Strongly Positive
 ajenew biden urg holiday precaut uniti amid coronaviru surg,Positive
 lsd122070 pleas prayer warrior our sweet friend john taken ER test posit coronaviru week ago h…,Strongly Positive
 iohkcharl thi realli like mrna approach plug play life softwar,Strongly Positive
 ohdeptofhealth wear protect pleas wear mask your around peopl int…,Positive
 riotwomennn trump lie deadli On feb 7 trump told woodward knew coronaviru airborn easili transmissable…,Neutral
thi one thing make you twice like die coronaviru,Negative
 michaeldtubb thi choic horribl polici choic not reflect state valu hunger poverti not…,Negative
‘we’r drowning’ covid19 case flood hospit america’ heartland As case spike medic worker say f…,Neutral
 thehil california texa shatter singleday nationwid record new coronaviru case,Neutral
 veron2v face mask flower floral facemask mask cottonmask coronaviru covid19 covidprotect p…,Neutral
 globalokanagan BC report one hundr twentyon covid19 death novemb alon nearli third three hundr eightyfour total fatal,Strongly Negative
 southportreport daili emerg covid19 new updat twentythre novemb two thousand twenti import news notic sent us go…,Neutral
rtcom sputnikvaccin createreactionsolut there never need man made stupid viru it just…,Strongly Negative
around 50 moscow resid coronaviru immun say mayor read more,Neutral
 cdcgov health depart Do resid know someon hous covid19 visit cdc’ websit learn re…,Neutral
justic sonia sotomayor wrote wither dissent suprem court’ 54 decis block covid19 restriction…,Negative
 dailycal repelect plan To defi covid19 shutdown order By hold ‘funeral’ for thanksgiv turkey,Neutral
 kylegriffin1 wyom governor resist call mask mandat now coronaviru,Neutral
 fox29philli despit warn travel thanksgiv holiday denver mayor michael hancock reportedli board a…,Positive
more covid patient enter south florida icu more death like follow,Negative
 nytim gov andrew cuomo new york accus US suprem court polit partisanship reject coronaviru restr…,Negative
whi bgr feel need write stori whatsoev,Neutral
wale traffic updat trafficalertuk current advic road user coronaviru outbreak,Neutral
 jenniferjjacob vietnam 1300 case regard robert o’brien’ deleg coronaviru vector restrict t…,Negative
 chootchyfac whi rishisunak right cut oversea aid time nation crisi,Negative
 cnni four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebr…,Negative
 motherjon the ultim timelin trump’ deadli coronaviru denial,Neutral
 bnodesk 11263 coronaviru death report past twentyfour hour make seconddeadliest day record who,Strongly Negative
 washingtonpost coronaviru death reach omin level unseen sinc earli pandem,Strongly Negative
 kylegriffin1 wyom governor resist call mask mandat now coronaviru,Neutral
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
thi guy wrong side healthcar amp scienc start hi ban mask ridiculous…,Strongly Negative
 reuter explain when covid19 vaccin becom avail,Neutral
‘it’ fking canada not north korea’ watch toronto bbq owner drag away handcuff breach covid19 ru…,Negative
justic sonia sotomayor wrote wither dissent suprem court’ 54 decis block covid19 restriction…,Negative
 pastormikeston it’ way past time stop say chief justic john robert side liber on…,Negative
 mercola the number peopl die two thousand twenti averag die previou year thi simpli wouldn’t case if…,Strongly Negative
 larryeld larri elder show interview heather macdonald hmdatmieven amid pandem agenc fund divers over science…,Neutral
 proletariatris1 maydaytea jingjingli who when anybodi reuter go cover,Neutral
 drmaireaddb school not alway told covid case well done princip,Positive
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 riotwomennn trump lie deadli On feb 7 trump told woodward knew coronaviru airborn easili transmissable…,Neutral
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 mojahedineng iran coronaviru updat more 167700 peopl die novel coronaviru four hundr sixtyf citi checker across all…,Negative
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 kylegriffin1 wyom governor resist call mask mandat now coronaviru,Neutral
 cnni four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebr…,Negative
washingtonpost their famili dead coronaviru leav sadder angrier,Strongly Negative
 corinnepodg everi time see dictatordan trend australia sign one two thing happen usual newscorpaus…,Neutral
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 lsd122070 pleas prayer warrior our sweet friend john taken ER test posit coronaviru week ago h…,Strongly Positive
 AP million american defi advic public health offici travel thanksgiv they tri stay safe befo…,Positive
 lsd122070 pleas prayer warrior our sweet friend john taken ER test posit coronaviru week ago h…,Strongly Positive
alanz55 consid get christma present i’v told face ugli w…,Neutral
 b52malmet the high court death,Neutral
 dianelangford coronaviru disast loom gaza,Negative
 washingtonpost head usaid test posit coronaviru,Neutral
top stori retail worker worri black friday amid coronaviru lo angel time se…,Neutral
break there thirteen new covid19 relat death,Neutral
 jenniferjjacob vietnam 1300 case regard robert o’brien’ deleg coronaviru vector restrict t…,Negative
toronto begin fourweek lockdown second pandem covid19 case surg cnn It ove…,Neutral
victoria achiev covid elimin qanta flight detail reveal strand australian wont home christ…,Neutral
 quicktak 😷 ye get coronaviru twice nicolesyl hot take covid19 reinfect stream free htt…,Strongly Positive
 shanedkavanaugh On first day oregon’ statewid mask order group oregon state trooper refus wear face cover ins…,Neutral
 christophgottel mexico citi abandon compulsori coronaviru track trace citizen refus track,Negative
thi one may come back get 461 covid19 still attack trump encourag american gather in…,Negative
 govcanhealth northwestterritori canada’ first territori implement covidalert peopl nwt use exposur notificat…,Neutral
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 kens5 texa coronaviru case near 12 million viru hospit continu shoot,Neutral
 thedailyshow will possibl chat famili eat dryass bird meat stay safe coronaviru thanksgiving…,Positive
 shannonrwatt “the root caus gun violenc simpl food insecur hous insecur lack support system coronavirus…,Negative
 australian break victoria offici covid free record twentyeight straight day new case,Strongly Positive
unlockeduk rossjournoclark francishoar barer mp need ask what iatrogen harm tho…,Strongly Negative
 wsj coffe smell like burn tire chocol take chemic odor research want know coronaviru patients…,Positive
 therickydavila mani ask here’ full version song ‘i’m So sorry’ tribut lost t…,Negative
A ski resort spread coronaviru across europ austria switzerland eager reopen slope anyway the was…,Positive
champtrack atrupar damn coronaviru one job,Negative
It seem quiet cant anyth platform empti strike action forc cancel of…,Negative
 reuter explain when covid19 vaccin becom avail,Neutral
 firstsquawk US presid donald trump say coronaviru vaccin deliveri will begin next week rtr,Neutral
suprem court rule against cuomo block coronaviru restrict church synagogu brooklyn,Strongly Negative
 thetobster111 she right peopl die rule death barrett’ thoma alito beer boy th…,Strongly Negative
pragdream johnmil60814008 newdayfornj So someon diabet snd would live thirti year except the…,Neutral
 amerindepend mcconnel sent senat home thanksgiv — even twelv million american stand lose jobless benefit af…,Positive
exhibitchick1 nalaotoanaito dianajanna andreagrymestv cbsnewyork fuck bullshit 1 dead would…,Strongly Negative
 warrenleighttv justic sonia sotomayor wrote wither dissent suprem court’ 54 decis block covid19 restrict on…,Strongly Negative
and socal christian not read comprehend understand mean those cathol church t…,Neutral
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 bylinetim exclus ▶️ beyond bulli home offic renew hostil environ asylum seeker davidhenck highli critica…,Neutral
 southportreport daili emerg covid19 new updat twentyfour novemb two thousand twenti import news notic sent us go…,Neutral
 jilevin covid19 fact gener handi tool thanksgiv dinner question coronaviru may come love…,Neutral
 southportreport daili emerg covid19 new updat twentythre novemb two thousand twenti import news notic sent us go…,Neutral
 therickydavila thi song record 2017 it’ call ‘i’m sorry’ want share tribut everyon whose lost t…,Positive
 pspcspac covidalert fact the covid alert app effect level use It help break broader chain infection…,Strongly Positive
 reuter explain when covid19 vaccin becom avail,Neutral
 cknw BC report one hundr twentyon covid19 death novemb alon nearli third three hundr eightyfour total fatal,Strongly Negative
BC report one hundr twentyon covid19 death novemb alon nearli third three hundr eightyfour total fatal,Strongly Negative
 leftcoastbab wait freedom doesnt includ even freedom mayor believ scienc tri keep citizen alive…,Strongly Positive
 chantayyjayi thi devast jamaica50 home offic spark outrag plan jamaica deport flight day lockdown…,Positive
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 fitzfun2011 doctor warn US see darkest day thanksgiv via mailonlin will us X…,Strongly Negative
 bnodesk break australia victoria state report zero new case 28th day reach benchmark coronaviru elimin,Positive
sharpiedj neill1976 emilyhewertson it’ not hard find correct figur,Positive
 jenniferjjacob vietnam 1300 case regard robert o’brien’ deleg coronaviru vector restrict t…,Negative
 denverchannel colorado report 6000 new case novel coronaviru thanksgiv 1665 peopl remain hospitalize…,Positive
sunlit upland project fear brexit promis nonsens brexit,Negative
mandatory¿qué what the soviet union As turn one word obligatorio simpli much…,Neutral
 magedalaolke1 O commun non arab arab distress intensifi lord’ wrath turn away…,Strongly Negative
BC report one hundr twentyon covid19 death novemb alon nearli third three hundr eightyfour total fatal,Strongly Negative
 immediatet next week givingtuesday global day generos kick season give we’r launch campaign s…,Neutral
 schneiderhom If amazon ceo jeff bezo gave everi amazon worker 105000 pandem bonu he’d still rich star…,Strongly Positive
victoria offici elimin covid19 twentyeight consecut day zero coronaviru case,Neutral
japan coronaviru clusterbust approach near limit the japan time,Neutral
BC report one hundr twentyon covid19 death novemb alon nearli third three hundr eightyfour total fatal,Strongly Negative
 paulkrugman the first major decis trumppack court — natur kill peopl 1,Strongly Negative
 youranoncentr US trump bluelivesmatt loyalist kyle rittenhouse17 releas custodi 2 million cash bond He killed…,Positive
 kylegriffin1 wyom governor resist call mask mandat now coronaviru,Neutral
maverik877 that kind attitud could get coronaviru,Strongly Positive
 neilclark66 thi guy isn’t human don’t hug kiss elderli rel christma chri whitti say,Strongly Positive
gov andrew cuomo say scotu rule coronaviru restrict essenti statement different…,Negative
 bnodesk break australia victoria state report zero new case 28th day reach benchmark coronaviru elimin,Positive
 utobian cozza86 yep what wrong dose high stake coronaviru clinic trial two clinic trial leth…,Negative
mayak46 thank it good back 😃 nephew niec seem well He symptom of…,Strongly Positive
 joewdavi 30daymapchalleng covid19 here updat version anim made show evolut total confirm dea…,Neutral
By account possibl coronaviru relief packag remaind presid donald trump’s…,Positive
 coloradoindepe1 american holiday rush despit highest covid19 death toll six month reuter coronaviru death reach 2157…,Strongly Negative
 jenniferjjacob vietnam 1300 case regard robert o’brien’ deleg coronaviru vector restrict t…,Negative
 kenesson katherinejwu nytim dont suffer coronaviru combat fatigu much unless leader peopl tell sho…,Strongly Positive
 mojahedineng iran coronaviru updat more 169100 peopl die novel coronaviru four hundr sixtyf citi checker across all…,Negative
the latest world new thank brianbloop2 maiadelabaum irishlawcas covid19 coronaviru,Positive
daili emerg covid19 new updat twentyfour novemb two thousand twenti import news notic sent us from…,Neutral
daili emerg covid19 new updat twentythre novemb two thousand twenti import news notic sent us from…,Neutral
 utobian the one thousand nine hundr eightysix nation childhood vaccin injuri act biggest medic mistak human histori the coronaviru vaccin camp…,Neutral
covid19 suprem court block new york viru limit On hous Of worship news covid19 coronaviru usa naija,Negative
 fox29philli despit warn travel thanksgiv holiday denver mayor michael hancock reportedli board a…,Positive
 bnodesk break australia victoria state report zero new case 28th day reach benchmark coronaviru elimin,Positive
 cnni four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebr…,Negative
 paulkrugman the first major decis trumppack court — natur kill peopl 1,Strongly Negative
 magedalaolke1 but nay inde solemnli swear sunset red dusk16 and night envelops17 and t…,Negative
 schneiderhom If amazon ceo jeff bezo gave everi amazon worker 105000 pandem bonu he’d still rich star…,Strongly Positive
 thehil california texa shatter singleday nationwid record new coronaviru case,Neutral
the latest updat poweradmin includ 5 remot work best practic tip era coronaviru pand…,Strongly Positive
 fitzfun2011 doctor warn US see darkest day thanksgiv via mailonlin will us X…,Strongly Negative
 standardnew the museumoflondon want covid pandem dream guardian sleep project 💤,Positive
 schneiderhom If amazon ceo jeff bezo gave everi amazon worker 105000 pandem bonu he’d still rich star…,Strongly Positive
 axio berlin open six mass covid vaccin center,Neutral
 firstsquawk US presid donald trump say coronaviru vaccin deliveri will begin next week rtr,Neutral
wyoming’ governor resist call mask mandat now coronaviru,Neutral
 civrightscorp As american grappl — whether — gather w love one holiday season roughli two million peopl con…,Strongly Positive
 leadcoalit one way give thank bless wearamask protect love amp fellow citizen image…,Strongly Positive
 profkeithdevlin thi end gop chose declar covid19 pandem hoax part idiotic…,Negative
katherinejwu nytim dont suffer coronaviru combat fatigu much unless leader peopl tell…,Strongly Positive
 arifaajakia new zealand sixti activ coronaviru case the pakistan cricket team arriv NZ 6 boy green rais…,Neutral
 jilevin covid19 fact gener handi tool thanksgiv dinner question coronaviru may come love…,Neutral
 9newsau break victoria offici elimin covid19 twentyeight consecut day zero coronaviru case the state record…,Neutral
 goplead powerhungri democrat like cuomo use pandem excus target peopl faith radic restrict I…,Positive
 magedalaolke1 ratif sign allah select peopl imam leader khalifa allah hi servant…,Neutral
In year No trade fair germani take It hard via nytim,Negative
 570new johnni fresco close employe test posit covid19,Neutral
 ajenew violenc women intensifi sinc coronaviru outbreak UN,Neutral
 thetobster111 she right peopl die rule death barrett’ thoma alito beer boy th…,Strongly Negative
 candies2639 unemploy benefit anoth 778000 american file firsttim claim last week omg cnn,Positive
 bulewodudley for call dan andrew dictatordan fck right,Neutral
 therickydavila mani ask here’ full version song ‘i’m So sorry’ tribut lost t…,Negative
 jeremymclellan today thank hundr million doctor nurs scientist public health offici coron hea…,Positive
 npr govern scientist estim true number coronaviru infect US eight time report number 12…,Strongly Positive
 mikecarloooyeah toni macaroni wish happythanksgiv thanksgiv italian polit anim ungratefulkid brooklyn f…,Positive
 danhiggin proud piec grate work excel sharonnyt,Strongly Positive
 snoopsrulez2 kamalaharri douglasemhoff grim remind coronaviru not take day today bless front line h…,Negative
 lsd122070 pleas prayer warrior our sweet friend john taken ER test posit coronaviru week ago h…,Strongly Positive
sinc januari novel coronaviru spread nearli everi state territori US cnn visual s…,Positive
victoria elimin coronaviru twentyeight day without new case,Neutral
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 jimmydor andrew cuomo respons ny’ coronaviru catastroph peopl televis give award can…,Strongly Positive
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 kron4new covid19 spread fast nevada someon confirm contract everi minut someon els is…,Neutral
alaska report record thirteen death coronaviru case continu surg read more cdc…,Strongly Negative
 cnn four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebra…,Negative
 kinsellawarren the aga khan snclavalin WE big scandal but canadian get vaccin month alli there…,Negative
florida add 8376 coronaviru case report nearli one hundr death,Neutral
kaitlancollin what goober realli cannot believ presid unit state If know the…,Neutral
sotomayor call suprem court’ NY pandem rule ‘deadli game’,Neutral
 hildabast intern conflict info dose trial record oxfordastrazeneca vaccin trial join conflict account f…,Negative
 thefr you’r unelect don’t write polici stop politicis viru odiou littl man don’t hug and kiss your elderly…,Strongly Positive
 reuter rome airport offer covidtest flight US delta alitalia,Neutral
 jameslpari cia agent weigh In On contest elect and coronaviru,Neutral
 albionrov dose error may contribut highli effect result astrazeneca oxford univers coronaviru…,Negative
happi thanksgiv As alway we’ll thankgiv home stay safe infect coronaviru zombi,Positive
 deesbarbara sotomayor scorcher scotu covid rule ‘deadli game’,Neutral
 magedalaolke1 the lingual explanatorystat word rijz manifest arab quran imam nasser mohammad alyemeni twentythre …,Neutral
 jenniferjjacob vietnam 1300 case regard robert o’brien’ deleg coronaviru vector restrict t…,Negative
colorado report 6000 new case novel coronaviru thanksgiv 1665 peopl remain hospit…,Positive
 dearauntcrabbi pro tip god not protect coronaviru when pray pray god give wisdom wear a…,Strongly Positive
see polic break newcastl rave three hundr peopl heaton industri unit geordi wond…,Neutral
 magedalaolke1 A pain chastis approach also resurrect companion cave alraqeem essa son mariam ima…,Strongly Negative
 dailycal repelect plan To defi covid19 shutdown order By hold ‘funeral’ for thanksgiv turkey,Neutral
 citybrockton the citi brockton wish safe rest happi thanksgiv commun member It import brockt…,Strongly Positive
 drdave1999 If we’d real presid past year one ‘moonshot’ goal would’v quickli becom perfect chea…,Strongly Positive
An upstart triathlon offer athlet milliondollar purs pandem dilemma,Neutral
 thedailyedg My concern next six twelv week dont thing right america go see darkest day in…,Negative
 utobian billion dose variou coronaviru vaccin readi go evid safeti effect are…,Neutral
 time astrazeneca oxford univers wednesday acknowledg manufactur error rais question preliminari res…,Negative
 appolit when covid19 pandem began georgia republican sen david perdu sold 5 million worth stock compani w…,Positive
 mancunianmed pandemicisoveruk exclus covid pressur still rise dozen hospit,Neutral
30000 fan stadium pandem see nfl washingtonnfl dallascowboy presid joebiden hi…,Positive
 ajenew top US court block NY coronaviru limit hous worship,Negative
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
 jaketapp In photo american wait food bank thanksgiv axio,Neutral
 karinagould have download covidalert app yet it’ easi help protect famili commun 👉 http…,Strongly Positive
 lsd122070 pleas prayer warrior our sweet friend john taken ER test posit coronaviru week ago h…,Strongly Positive
doctor warn US see darkest day thanksgiv mailonlin,Strongly Negative
usa republican governor wyom resist call mask mandat now coronaviru,Neutral
 b52malmet In countri pandem leav peopl jobless homeless hungri,Neutral
 thedailyedg My concern next six twelv week dont thing right america go see darkest day in…,Negative
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
ye get coronaviru twice,Neutral
I think might hurl 🤮,Neutral
 democracyinn link 👇,Neutral
 neilclark66 thi guy isn’t human don’t hug kiss elderli rel christma chri whitti say,Strongly Positive
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 danielebennett all eight posit test though occur among member republican caucu current number 53…,Positive
 9newsau break victoria offici elimin covid19 twentyeight consecut day zero coronaviru case the state record…,Neutral
 essenview lieu Do believ coronaviru hoax pompeo Im not go comment other say lieu you cant…,Negative
mtgreene are blame democrat parti trump’ mishandl coronaviru good luck,Positive
 billmoy hunger US affect mani 25 famili children,Negative
just far apart two meter refresh physicaldistanc ⬇️ covid19ab inthistogether…,Neutral
 alexwellstead nwt fulli access nation covidalert app,Neutral
 sireleolamar over two thousand two hundr ppl die today coronavirus—th day befor thanksgiv the next month sad So mani peopl…,Strongly Negative
 nytim break new the suprem court block new york’ virusimpos limit religi servic justic ami coney barrett was…,Negative
 magedalaolke1 from khalifa allah world Xi jinp presid china imam nasser mohammad alyemeni twentytwo five 2020…,Neutral
nurs take popular meme went viral hear she feel case rise,Positive
 danpriceseattl disney lay 32000 worker issu 15b dividend ceo temporarili cut compens 5 amp make 1242x…,Negative
progress interest use coronaviru viru shutdown church kill small busi forc…,Negative
 jeremymclellan today thank hundr million doctor nurs scientist public health offici coron hea…,Positive
leav isol newli acquir immun coronaviru it’ bitch,Neutral
 alfonslopeztena australia state victoria –67 million people– achiev twentyeight day without new case coronaviru milesto…,Neutral
 schneiderhom If amazon ceo jeff bezo gave everi amazon worker 105000 pandem bonu he’d still rich star…,Strongly Positive
 washingtonpost wyoming’ governor resist call mask mandat now coronaviru,Neutral
 sfchronicl the coronaviru forc mani game’ weeklong tradit adapt virtual version like cal’ pregame…,Positive
 nicolevap break after tell peopl avoid travel thanksgiv denver mayor michael take dia travel visit…,Negative
our partnership donor strong resili battl test youv help us make mileston save l…,Strongly Positive
how dead mink rise grave explain scienc,Strongly Negative
that’ order know worth well order know sure knowledg that…,Strongly Positive
random dumber gener learn lesson Of trump and coronaviru appl move product from china To vietnam …,Negative
As two thousand twenti come close tax expert say time check see might owe incom tax e…,Neutral
watch london’ oldest symphoni orchestra back thank rapid labfre test process…,Positive
 kwinews1 trump deliveri coronaviru vaccin begin next week via kwinews1 donaldtrump coron…,Neutral
A differ take day,Neutral
 nbcnew denver mayor offer apolog travel mississippi thanksgiv even urg other stay home…,Neutral
A novel coronaviru cov new strain coronaviru the diseas caus novel coronaviru first identif…,Strongly Positive
north texa icu bed could Be ‘max out one week hospit execut warn,Neutral
result Of coronaviru vaccin trial question after astrazeneca admit mistak read more…,Positive
 magedalaolke1 coronaviru minor chastis major chastis may turn allah five three two thousand twenti co…,Neutral
 hrkbenowen missouri governor mike parson slam coronaviru rule gather not go mandat goe front door htt…,Negative
the US suprem court say word religi group reject corona measur religion supremecourt…,Negative
So grate year health use take grant amaz wife breedy93 for…,Positive
 thakurshivangi maharashtra govern announc would provid financi aid ration sex worker mumbai everi mon…,Neutral
 magedalaolke1 final warn allah one subduer everi arrog haughti one imam nasser mohammad twentynin nine two thousand twenti coro…,Negative
 dearauntcrabbi pro tip god not protect coronaviru when pray pray god give wisdom wear a…,Strongly Positive
 jenniferjjacob vietnam 1300 case regard robert o’brien’ deleg coronaviru vector restrict t…,Negative
 cgtnamerica more three million american travel thanksgiv unit state struggl surg coronaviru case…,Neutral
 jennirsl the reason deep troubl bori never job crisi leader hi role figurehead but cabine…,Neutral
 magedalaolke1 coronaviru minor chastis major chastis may turn allah imam nasser moha…,Neutral
 ava she abus polic 11 she pass away covid 14 america fail girl her name honesti hodg https…,Strongly Negative
 bakshiharsh55 fight corona VR avail 3 ue4 unrealengin indiedev gamer indiegamedev indiegam chv…,Negative
 chrischirp franc gotten case halv everi week keep school open some big diff england al…,Neutral
 magedalaolke1 verili trustworthi advis death came heedlessli turn away allah h…,Strongly Negative
 washingtonpost american celebr thanksgiv citi counti set record coronaviru infect,Neutral
 thehil india capit consid curfew amid coronaviru surg,Neutral
 gaslitn sarahkendzior the coronaviru crisi prevent chose exploit profit it essenti t…,Positive
 sonacso sbtothedub michaelminalab twivear ashdom12 aboulhosnfera sonananotech As part good test dev programm valida…,Positive
 huffpost meanwhil million american unemploy struggl pay mortgag rent amid coronaviru crisi https…,Negative
 bakshiharsh55 fight corona VR avail 3 ue4 unrealengin indiedev gamer indiegamedev indiegam chv…,Negative
 gayalcorn prof toni blake said mileston huge tribut chief health offic brett sutton victoriancho dep…,Positive
 thedailyedg My concern next six twelv week dont thing right america go see darkest day in…,Negative
 padraichalpin ireland set reopen restaur gastropub dec 7 report via reuter,Neutral
 phillippabutt break 4yearold girl among three new case coronaviru diagnos howard spring coronavirusnt thentnew…,Neutral
welfar group say cut coronaviru supplement corros impact mental health,Negative
At home coronaviru test covid nineteen vaccin updat harvard pro via youtub,Neutral
 nytim break new the suprem court block new york’ virusimpos limit religi servic justic ami coney barrett was…,Negative
 thehil california texa shatter singleday nationwid record new coronaviru case,Neutral
 sethmacfarlan gorsuch can’t make distinct risk level small busi like liquor store massiv i…,Positive
 dinemillenni nearli deplet fund may caus group volunt provid aid navajo hopi famili coronaviru…,Neutral
coronaviru alert your phone could notifi near infect person cnn,Positive
 reuter turkey record highest new coronaviru death toll fourth consecut day,Strongly Negative
 schneiderhom If amazon ceo jeff bezo gave everi amazon worker 105000 pandem bonu he’d still rich star…,Strongly Positive
 magedalaolke1 coronaviru decis explanatorystat not joke imam nasser mohammad alyemeni nineteen five 2020…,Negative
 crewcrew sen david perdu sold million stock compani whose board director sat right congress received…,Neutral
 vmortonxx privat one again inspector also rais “consider concerns” condit build said staff n…,Neutral
 cnni four year ago stranger accident invit thanksgiv dinner via text messag wanda dench jamal hinton celebr…,Negative
